  0  1.8590E+01
  1  2.2657E+01
  2  5.2311E+00
  3  2.7102E+00
  4  1.4715E-01
  5  8.0770E-01
  6  5.6629E-01
  7  5.2672E-01
  8  6.3334E-02
  9  2.2460E-01
